Número Procedimiento,Nro SAF,Descripcion SAF,Nro UOC,Descripcion UOC,Tipo de Procedimiento,Modalidad,Apartado Directa,Ejercicio,Fecha de Publicación,Fecha de Apertura,Etapa,Alcance,Nombre del Procedimiento,Objeto del Procedimiento,Monto Estimado,Tipo de Operación
65-0001-LPR20,902.0,902 - Hospital Nacional en Red Especializado en Salud Mental y Adicciones Licenciada Laura Bonaparte,65.0,65 - División Suministros y Contrataciones,Licitacion Privada,Sin Modalidad,,2020.0,05/02/2020 12:00:00 p.m.,12/02/2020 12:00:00 p.m.,Única,Nacional,Servicio de Medico a Domicilio para Control de Ausentismo,Servicio de Medico a Domicilio para Control de Ausentismo,1800000.0,Proceso de Compra
71-0002-LPR20,914.0,914 - Superintendencia de Servicios de Salud,71.0,71 -   Coordinación de Contrataciones y Patrimonio-SSS,Licitacion Privada,Orden de compra abierta,,2020.0,05/02/2020 10:00:00 a.m.,21/02/2020 12:00:00 p.m.,Única,Nacional,Adquisicion de elementos de higiene,Adquisicion de elementos de higiene,6447400.0,Proceso de Compra
40/18-0039-CDI20,381.0,381 - Estado Mayor General de La Fuerza Aérea,40.0,40/018 - UOC PAR,Contratación Directa,Orden de compra abierta,Apartado 1: Compulsa Abreviada Por Monto,2020.0,05/02/2020 10:00:00 a.m.,17/02/2020 10:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE PASAJES INTERURBANOS,ADQUISICIÓN DE PASAJES INTERURBANOS,1100000.0,Proceso de Compra
71-0004-LPR20,914.0,914 - Superintendencia de Servicios de Salud,71.0,71 -   Coordinación de Contrataciones y Patrimonio-SSS,Licitacion Privada,Sin Modalidad,,2020.0,05/02/2020 12:00:00 p.m.,19/02/2020 12:00:00 p.m.,Única,Nacional,Adquisición de resmas de papel para las sedes centrales y Delegaciones del interior,Adquisición de resmas de papel para las sedes centrales y Delegaciones del interior,1718100.0,Proceso de Compra
98-0001-CDI20,101.0,101 - Fundación Miguel Lillo,98.0,98/00 - Dir. Compras,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,05/02/2020 02:00:00 p.m.,17/02/2020 11:00:00 a.m.,Única,Nacional,MANTENIMIENTO ANUAL DE EQUIPOS DE AIRE ACONDICIONADOS MUSEO,MANTENIMIENTO ANUAL DE EQUIPOS DE AIRE ACONDICIONADOS MUSEO,270000.0,Proceso de Compra
40/39-0048-CDI20,381.0,381 - Estado Mayor General de La Fuerza Aérea,40.0,40/039 - UOC DPTO CDR,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,05/02/2020 08:00:00 a.m.,12/02/2020 10:30:00 a.m.,Única,Nacional,MANTENIMIENTO DE EQUIPOS MÉDICOS DEL DEPARTAMENTO MATERNO INFANTIL,MANTENIMIENTO DE EQUIPOS MÉDICOS DEL DEPARTAMENTO MATERNO INFANTIL,510000.0,Proceso de Compra
84/22-0134-LPR20,374.0,374 - Estado Mayor General del Ejercito,84.0,84/22 - Comando de Brigada de Monte XII,Licitacion Privada,Sin Modalidad,,2020.0,05/02/2020 10:00:00 a.m.,14/02/2020 10:00:00 a.m.,Única,Nacional,Contratar Servicio de Reparación de Vehículos,Contratar Servicio de Reparación de Vehículos,80611.5,Proceso de Compra
30-0002-CDI20,326.0,326 - Super Intendencia de la Administracion de la Policia Federal,30.0,30/00 - División Contrataciones - Policia Federal Argentina,Contratación Directa,Sin Modalidad,Apartado 3: Adjudicación Simple por Exclusividad,2020.0,05/02/2020 12:00:00 a.m.,06/08/2020 10:30:00 a.m.,Única,Nacional,Locación de UN (01) Inmueble sede de la Subdelegación 25 de MAYO,Locación de UN (01) Inmueble sede de la Subdelegación 25 de MAYO,688800.0,Proceso de Compra
96-0002-CDI20,908.0,908 - Hospital Nacional Profesor Alejandro Posadas,96.0,96 - Dirección General de Administración,Contratación Directa,Sin Modalidad,Apartado 3: Adjudicación Simple por Exclusividad,2020.0,05/02/2020 08:00:00 a.m.,13/02/2020 01:00:00 p.m.,Única,Nacional,REPARACION DE GASTROSCOPIO MARCA PENTAX.,REPARACION DE GASTROSCOPIO MARCA PENTAX.,336785.08,Proceso de Compra
74/27-0010-LPR20,107.0,107 - Administración de Parques Nacionales,74.0,74/27 - Parque Nacional Chaco,Licitacion Privada,Sin Modalidad,,2020.0,05/02/2020 10:00:00 a.m.,20/02/2020 10:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE ELEMENTOS Y ARTICULOS DE LIMPIEZA PARA EL PARQUE NACIONAL CHACO.,ADQUISICIÓN DE ELEMENTOS Y ARTICULOS DE LIMPIEZA PARA EL PARQUE NACIONAL CHACO.,131330.0,Proceso de Compra
46/24-0093-CDI20,604.0,604 - Dirección Nacional de Vialidad,46.0,46/24 - 24° Tierra del Fuego - DNV,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,05/02/2020 03:30:00 p.m.,13/02/2020 11:00:00 a.m.,Única,Nacional,COMPRA DE PINTURA EN AEROSOL BLANCO,COMPRA DE PINTURA EN AEROSOL BLANCO,26080.0,Proceso de Compra
46/4-0094-CDI20,604.0,604 - Dirección Nacional de Vialidad,46.0,46/04 - 4° Mendoza - DNV,Contratación Directa,Sin Modalidad,Apartado 3: Adjudicación Simple por Exclusividad,2020.0,05/02/2020 10:00:00 a.m.,21/02/2020 09:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE CONTADORES DE TRÁNSITO PARA EL 4° DISTRITO DNV MENDOZA,ADQUISICIÓN DE CONTADORES DE TRÁNSITO PARA EL 4° DISTRITO DNV MENDOZA,748440.0,Proceso de Compra
46/4-0095-CDI20,604.0,604 - Dirección Nacional de Vialidad,46.0,46/04 - 4° Mendoza - DNV,Contratación Directa,Sin Modalidad,Apartado 3: Adjudicación Simple por Exclusividad,2020.0,05/02/2020 10:00:00 a.m.,21/02/2020 10:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE MANGUERAS PARA CONTADOR DE TRÁNSITO PARA EL 4° DISTRITO DNV MENDOZA,ADQUISICIÓN DE MANGUERAS PARA CONTADOR DE TRÁNSITO PARA EL 4° DISTRITO DNV MENDOZA,137700.0,Proceso de Compra
46/24-0096-CDI20,604.0,604 - Dirección Nacional de Vialidad,46.0,46/24 - 24° Tierra del Fuego - DNV,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,05/02/2020 03:30:00 p.m.,13/02/2020 12:00:00 p.m.,Única,Nacional,COMPRA DE HERRAMIENTAS E INSUMOS,COMPRA DE HERRAMIENTAS E INSUMOS,76753.95,Proceso de Compra
74/33-0015-LPR20,107.0,107 - Administración de Parques Nacionales,74.0,74/33 - Monumento Natural Bosques Petrificados,Licitacion Privada,Sin Modalidad,,2020.0,05/02/2020 01:00:00 p.m.,17/02/2020 10:00:00 a.m.,Única,Nacional,Adquisición de 5 baterías para energía alternativa tensión 12 voltios 220 A/H,Adquisición de 5 baterías para energía alternativa tensión 12 voltios 220 A/H,140000.0,Proceso de Compra
82-0001-CDI20,330.0,330 - Ministerio de Educación,82.0,82/000 - Dirección General de Administración y Gestión Financiera - ME,Contratación Directa,Sin Modalidad,Apartado 5: Compulsa Abreviada por Urgencia,2020.0,05/02/2020 10:00:00 a.m.,11/02/2020 11:00:00 a.m.,Única,Nacional,Adquisición e instalación de compresores de 15HP para equipos de aire acondicionado x URGENCIA,Adquisición e instalación de compresores de 15HP para equipos de aire acondicionado x URGENCIA,900000.0,Proceso de Compra
38/22-0013-CDI20,379.0,379 - Estado Mayor General de la Armada,38.0,38/22 - Secretaria General de la Armada,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,05/02/2020 02:00:00 p.m.,11/02/2020 10:00:00 a.m.,Única,Nacional,Adquisición de UN (1)  sistema hidráulico para el YATE A.R.A.  FORTUNA III,La presente tiene como objeto adquirir un sistema hidráulico para al YATE A.R.A. FORTUNA III  a fin de cumplir con las normas seguridad náutica para los integrantes que participarán en la regata oceánica BUENOS AIRES – RIO DE JANEIRO  organizada por el Yatcht Club Argentino junto con el Iate Clube do Rio de Janeiro.,4068.65,Proceso de Compra
493-0007-CDI20,9196.0,9196 - Dirección de Obra Social del Servicio Penitenciario Federal,493.0,493/00 - COMPRAS DE LA DIRECCION DE OBRA SOCIAL DEL S.P.F,Contratación Directa,Sin Modalidad,Apartado 5: Compulsa Abreviada por Urgencia,2020.0,05/02/2020 07:30:00 p.m.,06/02/2020 05:00:00 p.m.,Única,Nacional,SOLICITUD EXPANSOR MAMARIO AF. BENITEZ ROSA,SOLICITUD EXPANSOR MAMARIO AF. BENITEZ ROSA,130000.0,Proceso de Compra
340/1-0033-LPR19,376.0,376 - Subsecreataría de Planeamiento Operativo y Servicio Logístico de la Defensa,340.0,340/001 - Dirección General de Administración - SSSLD,Licitacion Privada,Sin Modalidad,,2019.0,06/02/2020 10:30:00 a.m.,04/03/2020 10:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE EQUIPOS INFORMÁTICOS Y DIDÁCTICOS - CAMPAÑA ANTÁRTICA DE VERANO 2019/2020,ADQUISICIÓN DE EQUIPOS INFORMÁTICOS Y DIDÁCTICOS - CAMPAÑA ANTÁRTICA DE VERANO 2019/2020,1916203.25,Proceso de Compra
454-0029-LPR19,207.0,207 - Ente Nacional de Comunicaciones,454.0,454/000 - Dirección General de Administracion,Licitacion Privada,Sin Modalidad,,2019.0,06/02/2020 11:00:00 a.m.,16/06/2020 11:30:00 a.m.,Única,Nacional,ADQUISICIÓN  INSTALACIÓN Y CAPACITACIÓN DE DEAS,ADQUISICIÓN  INSTALACIÓN Y CAPACITACIÓN DE DEAS,883950.0,Proceso de Compra
49-0003-CDI20,609.0,609 - Instituto Nacional de Vitivinicultura,49.0,49/00 - Instituto Nacional de Vitivinicultura,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,06/02/2020 04:00:00 p.m.,27/02/2020 12:00:00 p.m.,Única,Nacional,READECUACION SISTEMAS DE GASES PARA LABORATORIO DELEGACION TUCUMAN,INSTALACIÓN SISTEMA DE DISTRIBUCIÓN DE GASES LABORATORIO DELEGACIÓN TUCUMÁN,211260.0,Proceso de Compra
340/1-0036-LPR19,376.0,376 - Subsecreataría de Planeamiento Operativo y Servicio Logístico de la Defensa,340.0,340/001 - Dirección General de Administración - SSSLD,Licitacion Privada,Sin Modalidad,,2019.0,06/02/2020 10:30:00 a.m.,18/02/2020 10:00:00 a.m.,Única,Nacional,SERVICIO DE MANTENIMIENTO Y REPARACIÓN DE EQUIPOS DE REFRIGERACIÓN - CAV 2019/2020,SERVICIO DE MANTENIMIENTO Y REPARACIÓN DE EQUIPOS DE REFRIGERACIÓN - CAV 2019/2020,2187513.02,Proceso de Compra
40/45-0975-CDI19,381.0,381 - Estado Mayor General de La Fuerza Aérea,40.0,40/045 - UOC PAL,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2019.0,06/02/2020 04:00:00 p.m.,14/02/2020 09:00:00 a.m.,Única,Nacional,Mant. preventivo  correctivo y emergencia de equipos de aire acondicionado con provisión de repuesto,Mantenimiento preventivo y correctivo y emergencia de equipos de aire acondicionado con provisión de repuestos.,444000.0,Proceso de Compra
340/1-0037-LPR19,376.0,376 - Subsecreataría de Planeamiento Operativo y Servicio Logístico de la Defensa,340.0,340/001 - Dirección General de Administración - SSSLD,Licitacion Privada,Sin Modalidad,,2019.0,06/02/2020 11:00:00 a.m.,17/02/2020 11:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE EQUIPOS DE SANIDAD - CAMPAÑA ANTÁRTICA 2019/2020,ADQUISICIÓN DE EQUIPOS DE SANIDAD - CAMPAÑA ANTÁRTICA 2019/2020,1547667.01,Proceso de Compra
37/38-0933-CDI19,375.0,375 - Gendarmeria Nacional,37.0,37/038 - Escuadrón 20 Orán,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2019.0,06/02/2020 08:00:00 a.m.,12/02/2020 10:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE MATERIALES DE CONSTRUCCIÓN,ADQUISICIÓN DE MATERIALES DE CONSTRUCCIÓN,1363308.55,Proceso de Compra
40/51-0213-LPR19,381.0,381 - Estado Mayor General de La Fuerza Aérea,40.0,Departamento Contrataciones Córdoba - UOC 40/51,Licitacion Privada,Orden de compra abierta,,2019.0,06/02/2020 07:00:00 a.m.,13/02/2020 10:00:00 a.m.,Única,Nacional,Adquisición de Reactivos con Equipo en Comodato para el Servicio de Hemoterapia del HAC,Adquisición de Reactivos con Equipo en Comodato para el Servicio de Hemoterapia del HAC,2706253.76,Proceso de Compra
96-0057-LPR19,908.0,908 - Hospital Nacional Dr. Alejandro Posadas,96.0,96 - Dirección General de Administración,Licitacion Privada,Sin Modalidad,,2019.0,06/02/2020 08:00:00 a.m.,20/02/2020 01:00:00 p.m.,Única,Nacional,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE EQUIPOS DE LA SECCIÓN DE HEMODIÁLISIS -MARCA NIPRO.,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE EQUIPOS DE LA SECCIÓN DE HEMODIÁLISIS -MARCA NIPRO.,1915200.0,Proceso de Compra
84/30-2123-LPR19,374.0,374 - Estado Mayor General del Ejercito,84.0,84/30 - Liceo Militar General Paz,Licitacion Privada,Sin Modalidad,,2019.0,06/02/2020 06:00:00 p.m.,14/02/2020 08:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE ELEMENTOS DE LIMPIEZA,ADQUISICIÓN DE ELEMENTOS DE LIMPIEZA,2880665.1,Proceso de Compra
37/97-1020-CDI19,375.0,375 - Gendarmeria Nacional,37.0,37/097 - Comando De Región IV,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2019.0,06/02/2020 12:00:00 p.m.,18/02/2020 10:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE ELEMENTOS DE LIBRERÍA Y ÚTILES DE OFICINA,ADQUISICIÓN DE ELEMENTOS DE LIBRERÍA Y ÚTILES DE OFICINA,182137.1,Proceso de Compra
72-0001-CDI20,371.0,371 - Estado Mayor Conjunto (EMCO),72.0,72/00 - Dirección Administrativa Financiera- EMCFFAA- Dpto de contrataciones,Contratación Directa,Sin Modalidad,Apartado 2: Adjudicación Simple por Especialidad,2020.0,06/02/2020 06:00:00 p.m.,28/02/2020 10:00:00 a.m.,Única,Nacional,CURSOS DE CAPACITACION PROFESIONAL PARA EL PERSONAL DE LA DIGAMC,CURSOS DE CAPACITACION PROFESIONAL PARA EL PERSONAL DE LA DIGAMC,135000.0,Proceso de Compra
72-0002-CDI20,371.0,371 - Estado Mayor Conjunto (EMCO),72.0,72/00 - Dirección Administrativa Financiera- EMCFFAA- Dpto de contrataciones,Contratación Directa,Sin Modalidad,Apartado 2: Adjudicación Simple por Especialidad,2020.0,06/02/2020 06:00:00 p.m.,28/02/2020 10:30:00 a.m.,Única,Nacional,CURSO DE CAPACITACION PROFESIONAL - GC-70 – (NORMAS IRAM) - DIGAMC,CURSO DE CAPACITACION PROFESIONAL - GC-70 – (NORMAS IRAM) - DIGAMC,148000.0,Proceso de Compra
74/13-0002-LPR20,107.0,107 - Administración de Parques Nacionales,74.0,74/13 - PARQUE NACIONAL CAMPO DE LOS ALISOS,Licitacion Privada,Sin Modalidad,,2020.0,06/02/2020 12:00:00 p.m.,14/02/2020 01:00:00 p.m.,Única,Nacional,Servicio de limpieza de edificio intendencia,Servicio de limpieza de edificio intendencia,184800.0,Proceso de Compra
84/129-0070-LPR20,374.0,374 - Estado Mayor General del Ejercito,84.0,84/129 - Dirección de Arsenales,Licitacion Privada,Sin Modalidad,,2020.0,06/02/2020 07:00:00 a.m.,14/02/2020 08:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE ELEMENTOS DE LIBRERÍA Y ÚTILES DE OFICINA,ADQUISICIÓN DE ELEMENTOS DE LIBRERÍA Y ÚTILES DE OFICINA,690000.36,Proceso de Compra
487-0015-CDI20,403.0,403 - Superintendencia de Bienestar de la Policia Federal Argentina,487.0,487 - División Compras y Suministros - Superintendencia de Bienestar de la Policia Federal Argentina,Contratación Directa,Sin Modalidad,Apartado 5: Compulsa Abreviada por Urgencia,2020.0,06/02/2020 02:00:00 p.m.,12/02/2020 08:00:00 a.m.,Única,Nacional,Insumos para el Servicio de ESTERILIZACIÓN Y PLANTA INDUSTRIAL,Insumos para el Servicio de ESTERILIZACIÓN Y PLANTA INDUSTRIAL,1094187.7,Proceso de Compra
46/8-0043-CDI20,604.0,604 - Dirección Nacional de Vialidad,46.0,46/08 - 8° La Rioja - DNV,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,06/02/2020 01:00:00 p.m.,14/02/2020 10:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE HERRAMIENTAS E INSUMOS,ADQUISICIÓN DE HERRAMIENTAS E INSUMOS,112950.0,Proceso de Compra
46/8-0044-CDI20,604.0,604 - Dirección Nacional de Vialidad,46.0,46/08 - 8° La Rioja - DNV,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,06/02/2020 01:00:00 p.m.,14/02/2020 10:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE ELEMENTOS DE GESTIÓN AMBIENTAL,ADQUISICIÓN DE ELEMENTOS DE GESTIÓN AMBIENTAL,226736.69,Proceso de Compra
84/138-0091-LPR20,374.0,374 - Estado Mayor General del Ejercito,84.0,84/138 - Comando de la Fuerza de Despliegue Rápido,Licitacion Privada,Orden de compra abierta,,2020.0,06/02/2020 07:00:00 p.m.,14/02/2020 09:00:00 a.m.,Única,Nacional,Alquiler central Telef y servicio de túnel de viento,Alquiler central Telef y servicio de túnel de viento para satisfacer las necesidades administrativas y operativas de la Agr FOE,329289.0,Proceso de Compra
84/138-0097-LPR20,374.0,374 - Estado Mayor General del Ejercito,84.0,84/138 - Comando de la Fuerza de Despliegue Rápido,Licitacion Privada,Sin Modalidad,,2020.0,06/02/2020 10:00:00 p.m.,14/02/2020 09:00:00 a.m.,Única,Nacional,Adquisición de Elementos de Cocina para el 1er Trim- Ca Cdo(s) 601,Adquisición de Elementos de Cocina para el 1er Trim- Ca Cdo(s) 601,90000.0,Proceso de Compra
46/8-0050-CDI20,604.0,604 - Dirección Nacional de Vialidad,46.0,46/08 - 8° La Rioja - DNV,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,06/02/2020 01:00:00 p.m.,14/02/2020 10:00:00 a.m.,Única,Nacional,ADQUISICIÓN  DE INSUMOS DE LIMPIEZA PARA CAMPAMENTOS,ADQUISICIÓN  DE INSUMOS DE LIMPIEZA PARA CAMPAMENTOS,53274.0,Proceso de Compra
84/24-0109-LPR20,374.0,374 - Estado Mayor General del Ejercito,84.0,84/24 - Colegio Militar de la Nación - Compras y Contrataciones,Licitacion Privada,Sin Modalidad,,2020.0,06/02/2020 04:00:00 p.m.,14/02/2020 09:00:00 a.m.,Única,Nacional,SERVICIO PARA REALIZAR Y RENOVAR LICENCIAS Y REVISIONES TÉCNICAS VEHICULARES DEL CMN,SERVICIO PARA REALIZAR Y RENOVAR LICENCIAS Y REVISIONES TÉCNICAS VEHICULARES DEL CMN,1205957.5,Proceso de Compra
84/129-0111-LPR20,374.0,374 - Estado Mayor General del Ejercito,84.0,84/129 - Dirección de Arsenales,Licitacion Privada,Sin Modalidad,,2020.0,06/02/2020 03:00:00 p.m.,14/02/2020 09:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE INSUMOS DE ELECTRICIDAD,ADQUIRIR INSUMOS DE ELECTRICIDAD PARA VEHÍCULOS A RUEDA MB U-416,1094001.61,Proceso de Compra
46/8-0054-CDI20,604.0,604 - Dirección Nacional de Vialidad,46.0,46/08 - 8° La Rioja - DNV,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,06/02/2020 01:30:00 p.m.,18/02/2020 10:00:00 a.m.,Única,Nacional,ADQUISICIÓN  DE  BIDONES DE AGUA  PARA CAMPAMENTOS,ADQUISICIÓN  DE  BIDONES DE AGUA  PARA CAMPAMENTOS,36480.0,Proceso de Compra
46/8-0055-CDI20,604.0,604 - Dirección Nacional de Vialidad,46.0,46/08 - 8° La Rioja - DNV,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,06/02/2020 01:30:00 p.m.,18/02/2020 10:00:00 a.m.,Única,Nacional,ADQUISICIÓN ADITIVO PARA RECICLADO MATERIAL DE FRESADO (RAP),ADQUISICIÓN ADITIVO PARA RECICLADO MATERIAL DE FRESADO (RAP),854000.0,Proceso de Compra
46/8-0060-CDI20,604.0,604 - Dirección Nacional de Vialidad,46.0,46/08 - 8° La Rioja - DNV,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,06/02/2020 01:30:00 p.m.,14/02/2020 10:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE RESMAS DE PAPEL,ADQUISICIÓN DE RESMAS DE PAPEL,119958.5,Proceso de Compra
84/24-0127-LPR20,374.0,374 - Estado Mayor General del Ejercito,84.0,84/24 - Colegio Militar de la Nación - Compras y Contrataciones,Licitacion Privada,Sin Modalidad,,2020.0,06/02/2020 11:00:00 a.m.,14/02/2020 08:00:00 a.m.,Única,Nacional,SERVICIO DE MANTENIMIENTO Y REPARACIÓN DE CUBIERTAS PARA LOS VEHÍCULOS DEL INSTITUTO,SERVICIO DE MANTENIMIENTO Y REPARACIÓN DE CUBIERTAS PARA LOS VEHÍCULOS DEL INSTITUTO,348760.0,Proceso de Compra
75-0001-LPR20,108.0,108 - Instituto Nacional del Agua,75.0,75 - Instituto Nacional del Agua - Departamente Compras,Licitacion Privada,Sin Modalidad,,2020.0,06/02/2020 10:00:00 a.m.,20/02/2020 11:30:00 a.m.,Única,Nacional,ADQUISICION BALANZA DE PRECISION,ADQUISICION BALANZA DE PRECISION,180000.0,Proceso de Compra
46/18-0072-CDI20,604.0,604 - Dirección Nacional de Vialidad,46.0,46/18 - 18° Chaco - DNV,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,06/02/2020 10:30:00 a.m.,13/02/2020 08:00:00 a.m.,Única,Nacional,MANTENIMIENTO Y REPARACIÓN DE CAMIÓN REANAULT DOMINIO KTC 439 (DEFLECTOGRAFO),MANTENIMIENTO Y REPARACIÓN DE CAMIÓN REANAULT DOMINIO KTC 439 (DEFLECTOGRAFO),419933.87,Proceso de Compra
75-0002-LPR20,108.0,108 - Instituto Nacional del Agua,75.0,75 - Instituto Nacional del Agua - Departamente Compras,Licitacion Privada,Sin Modalidad,,2020.0,06/02/2020 10:00:00 a.m.,20/02/2020 12:15:00 p.m.,Única,Nacional,ADQUISICION DISCOS RIGIDOS,ADQUISICION DISCOS RIGIDOS,196000.0,Proceso de Compra
46/4-0022-LPR20,604.0,604 - Dirección Nacional de Vialidad,46.0,46/04 - 4° Mendoza - DNV,Licitacion Privada,Sin Modalidad,,2020.0,06/02/2020 10:00:00 a.m.,05/03/2020 09:00:00 a.m.,Única,Nacional,SERVICIO DE INTERNET EN CAMPAMENTOS  RN7 PASO CRISTO REDENTOR DEL 4° DISTRITO MZA DE LA D.N.V.,SERVICIO DE INTERNET EN CAMPAMENTOS  RN7 PASO CRISTO REDENTOR DEL 4° DISTRITO MZA DE LA D.N.V.,2280000.0,Proceso de Compra
46/4-0082-CDI20,604.0,604 - Dirección Nacional de Vialidad,46.0,46/04 - 4° Mendoza - DNV,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,06/02/2020 10:00:00 a.m.,18/02/2020 09:00:00 a.m.,Única,Nacional,ADQUISICION DE BATERIAS ESPECIALES PARA EL 4° DISTRITO MZA DE LA D.N.V.,ADQUISICION DE BATERIAS ESPECIALES PARA EL 4° DISTRITO MZA DE LA D.N.V.,215400.0,Proceso de Compra
96-0004-LPU20,908.0,908 - Hospital Nacional Profesor Alejandro Posadas,96.0,96 - Dirección General de Administración,Licitacion Pública,Sin Modalidad,,2020.0,06/02/2020 08:00:00 a.m.,28/02/2020 01:00:00 p.m.,Única,Nacional,ARTÍCULOS DE LIMPIEZA,ARTÍCULOS DE LIMPIEZA,25834482.07,Proceso de Compra
40/34-0025-LPR20,381.0,381 - Estado Mayor General de La Fuerza Aérea,40.0,40/34 - Base Aérea Militar Río Gallegos,Licitacion Privada,Sin Modalidad,,2020.0,06/02/2020 08:30:00 p.m.,13/02/2020 10:00:00 a.m.,Única,Nacional,L.PR 01/20 ADQUISICIÓN DE ALIMENTOS PARA EL PERSONAL DE LA UNIDAD,L.PR 01/20 ADQUISICIÓN DE ALIMENTOS PARA EL PERSONAL DE LA UNIDAD,3461213.0,Proceso de Compra
37/92-0129-CDI20,375.0,375 - Gendarmeria Nacional,37.0,37/092 - Escuadrón Seguridad Embalse,Contratación Directa,Orden de compra abierta,Apartado 1: Compulsa Abreviada Por Monto,2020.0,06/02/2020 08:00:00 a.m.,14/02/2020 10:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE AGUA ENVASADA,ADQUISICIÓN DE AGUA ENVASADA,139880.0,Proceso de Compra
